epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
26,2020-06-21,62,PB,Conde,2504603,city,261,1057.96514,0,5,0,0.0192,24670,True,False
26,2020-06-21,65,PB,Congo,2504702,city,18,376.09695,2,1,0,0.0556,4786,True,False
26,2020-06-21,61,PB,Coremas,2504801,city,25,161.86468,1,0,0,0.0,15445,True,False
26,2020-06-21,59,PB,Coxixola,2504850,city,8,416.44977,0,0,0,0.0,1921,True,False
26,2020-06-21,62,PB,Cruz do Espírito Santo,2504900,city,166,958.4849,-1,11,0,0.0663,17319,True,False
26,2020-06-21,24,PB,Cubati,2505006,city,32,410.41426,0,0,0,0.0,7797,True,False
26,2020-06-21,41,PB,Cuité,2505105,city,59,290.09735,5,1,0,0.0169,20338,True,False
26,2020-06-21,42,PB,Cuité de Mamanguape,2505238,city,31,487.95844,1,0,0,0.0,6353,True,False
26,2020-06-21,46,PB,Cuitegi,2505204,city,85,1249.44877,1,2,1,0.0235,6803,True,False
26,2020-06-21,39,PB,Curral de Cima,2505279,city,15,286.97149,0,0,0,0.0,5227,True,False
26,2020-06-21,20,PB,Curral Velho,2505303,city,1,39.74563,0,0,0,0.0,2516,True,False
26,2020-06-21,30,PB,Damião,2505352,city,2,37.52345,0,0,0,0.0,5330,True,False
26,2020-06-21,31,PB,Desterro,2505402,city,25,301.31373,0,0,0,0.0,8297,True,False
26,2020-06-21,18,PB,Diamante,2505600,city,2,30.52503,0,0,0,0.0,6552,True,False
26,2020-06-21,31,PB,Dona Inês,2505709,city,6,57.39979,0,0,0,0.0,10453,True,False
26,2020-06-21,42,PB,Duas Estradas,2505808,city,38,1056.7297,0,1,0,0.0263,3596,True,False
26,2020-06-21,31,PB,Emas,2505907,city,2,56.78592,0,0,0,0.0,3522,True,False
26,2020-06-21,57,PB,Esperança,2506004,city,195,590.78377,1,1,0,0.0051,33007,True,False
26,2020-06-21,33,PB,Fagundes,2506103,city,29,257.70906,1,2,0,0.069,11253,True,False
26,2020-06-21,7,PB,Frei Martinho,2506202,city,1,33.45601,0,0,0,0.0,2989,True,False
26,2020-06-21,43,PB,Gado Bravo,2506251,city,52,625.30063,0,1,0,0.0192,8316,True,False
26,2020-06-21,60,PB,Guarabira,2506301,city,1663,2826.64491,11,17,2,0.0102,58833,True,False
26,2020-06-21,58,PB,Gurinhém,2506400,city,111,785.61823,0,1,0,0.009,14129,True,False
26,2020-06-21,33,PB,Gurjão,2506509,city,18,525.08751,0,1,0,0.0556,3428,True,False
26,2020-06-21,34,PB,Ibiara,2506608,city,5,84.33125,0,0,0,0.0,5929,True,False
26,2020-06-21,91,PB,Igaracy,2502607,city,2,32.69577,0,0,0,0.0,6117,True,False
26,2020-06-21,52,PB,Imaculada,2506707,city,11,93.07048,0,0,0,0.0,11819,True,False
26,2020-06-21,43,PB,Ingá,2506806,city,234,1292.60344,4,2,0,0.0085,18103,True,False
26,2020-06-21,62,PB,Itabaiana,2506905,city,466,1903.82808,2,6,0,0.0129,24477,True,False
26,2020-06-21,59,PB,Itaporanga,2507002,city,18,72.8981,0,1,0,0.0556,24692,True,False
26,2020-06-21,61,PB,Itapororoca,2507101,city,118,632.23318,0,3,0,0.0254,18664,True,False
26,2020-06-21,41,PB,Itatuba,2507200,city,105,957.85441,0,1,0,0.0095,10962,True,False
26,2020-06-21,39,PB,Jacaraú,2507309,city,79,547.43261,0,2,0,0.0253,14431,True,False
26,2020-06-21,34,PB,Jericó,2507408,city,3,38.7647,0,0,0,0.0,7739,True,False
26,2020-06-21,96,PB,João Pessoa,2507507,city,10466,1293.67193,64,261,9,0.0249,809015,True,False
26,2020-06-21,45,PB,Joca Claudino,2513653,city,1,37.93627,0,0,0,0.0,2636,True,False
26,2020-06-21,42,PB,Juarez Távora,2507606,city,85,1071.06855,0,0,0,0.0,7936,True,False
26,2020-06-21,47,PB,Juazeirinho,2507705,city,87,478.78488,0,0,0,0.0,18171,True,False
26,2020-06-21,80,PB,Junco do Seridó,2507804,city,16,223.77622,0,1,0,0.0625,7150,True,False
26,2020-06-21,46,PB,Juripiranga,2507903,city,249,2314.98698,0,4,0,0.0161,10756,True,False
26,2020-06-21,34,PB,Juru,2508000,city,9,91.21313,0,0,0,0.0,9867,True,False
26,2020-06-21,33,PB,Lagoa,2508109,city,3,64.2949,0,0,0,0.0,4666,True,False
26,2020-06-21,42,PB,Lagoa de Dentro,2508208,city,24,310.9211,-1,0,0,0.0,7719,True,False
26,2020-06-21,56,PB,Lagoa Seca,2508307,city,310,1127.14977,2,3,0,0.0097,27503,True,False
26,2020-06-21,37,PB,Lastro,2508406,city,11,401.89989,0,0,0,0.0,2737,True,False
26,2020-06-21,25,PB,Livramento,2508505,city,10,137.81698,0,0,0,0.0,7256,True,False
26,2020-06-21,37,PB,Logradouro,2508554,city,23,530.93259,0,0,0,0.0,4332,True,False
26,2020-06-21,55,PB,Lucena,2508604,city,142,1085.62691,0,1,0,0.007,13080,True,False
26,2020-06-21,31,PB,Mãe d'Água,2508703,city,9,224.49489,-2,0,0,0.0,4009,True,False
26,2020-06-21,42,PB,Malta,2508802,city,19,329.91839,0,0,0,0.0,5759,True,False
26,2020-06-21,53,PB,Mamanguape,2508901,city,878,1956.24081,25,12,0,0.0137,44882,True,False
26,2020-06-21,33,PB,Manaíra,2509008,city,6,54.76951,0,0,0,0.0,10955,True,False
26,2020-06-21,25,PB,Marcação,2509057,city,14,163.58962,0,0,0,0.0,8558,True,False
26,2020-06-21,56,PB,Mari,2509107,city,263,1204.37789,0,7,1,0.0266,21837,True,False
26,2020-06-21,58,PB,Marizópolis,2509156,city,5,75.56294,0,1,0,0.2,6617,True,False
26,2020-06-21,47,PB,Massaranduba,2509206,city,107,768.78862,0,0,0,0.0,13918,True,False
26,2020-06-21,49,PB,Mataraca,2509305,city,73,865.54423,1,2,0,0.0274,8434,True,False
26,2020-06-21,48,PB,Matinhas,2509339,city,31,688.88889,0,0,0,0.0,4500,True,False
26,2020-06-21,33,PB,Mato Grosso,2509370,city,6,206.32737,0,1,0,0.1667,2908,True,False
26,2020-06-21,43,PB,Maturéia,2509396,city,18,274.01431,0,0,0,0.0,6569,True,False
26,2020-06-21,41,PB,Mogeiro,2509404,city,51,383.92051,0,1,0,0.0196,13284,True,False
26,2020-06-21,34,PB,Montadas,2509503,city,28,493.91427,0,0,0,0.0,5669,True,False
26,2020-06-21,52,PB,Monteiro,2509701,city,58,174.58311,2,1,0,0.0172,33222,True,False
26,2020-06-21,50,PB,Mulungu,2509800,city,103,1040.1939,1,1,0,0.0097,9902,True,False
26,2020-06-21,42,PB,Natuba,2509909,city,29,277.40578,0,0,0,0.0,10454,True,False
26,2020-06-21,20,PB,Nazarezinho,2510006,city,4,54.78702,0,1,0,0.25,7301,True,False
26,2020-06-21,49,PB,Nova Floresta,2510105,city,9,84.60237,0,0,0,0.0,10638,True,False
26,2020-06-21,40,PB,Nova Olinda,2510204,city,5,84.04774,0,0,0,0.0,5949,True,False
26,2020-06-21,23,PB,Nova Palmeira,2510303,city,19,387.28088,0,0,0,0.0,4906,True,False
26,2020-06-21,39,PB,Olho d'Água,2510402,city,25,383.08305,0,0,0,0.0,6526,True,False
26,2020-06-21,26,PB,Olivedos,2510501,city,21,534.07935,1,0,0,0.0,3932,True,False
26,2020-06-21,31,PB,Ouro Velho,2510600,city,0,,0,0,0,0.0,3039,True,False
26,2020-06-21,12,PB,Parari,2510659,city,4,225.8611,0,0,0,0.0,1771,True,False
26,2020-06-21,37,PB,Passagem,2510709,city,20,826.78793,0,0,0,0.0,2419,True,False
26,2020-06-21,84,PB,Patos,2510808,city,1046,972.07379,0,50,1,0.0478,107605,True,False
26,2020-06-21,35,PB,Paulista,2510907,city,54,437.3532,0,1,0,0.0185,12347,True,False
26,2020-06-21,20,PB,Pedra Lavrada,2511103,city,17,216.75379,0,0,0,0.0,7843,True,False
26,2020-06-21,59,PB,Pedras de Fogo,2511202,city,760,2670.60229,4,12,0,0.0158,28458,True,False
26,2020-06-21,26,PB,Pedro Régis,2512721,city,9,147.80752,0,0,0,0.0,6089,True,False
26,2020-06-21,51,PB,Piancó,2511301,city,35,217.72939,0,2,0,0.0571,16075,True,False
26,2020-06-21,40,PB,Picuí,2511400,city,60,320.80415,0,0,0,0.0,18703,True,False
26,2020-06-21,52,PB,Pilar,2511509,city,99,830.74599,1,1,0,0.0101,11917,True,False
26,2020-06-21,48,PB,Pilões,2511608,city,31,467.21929,0,0,0,0.0,6635,True,False
26,2020-06-21,52,PB,Pilõezinhos,2511707,city,111,2230.7074,0,0,0,0.0,4976,True,False
26,2020-06-21,49,PB,Pirpirituba,2511806,city,54,510.44522,0,0,0,0.0,10579,True,False
26,2020-06-21,52,PB,Pitimbu,2511905,city,385,2019.40729,0,4,0,0.0104,19065,True,False
26,2020-06-21,46,PB,Pocinhos,2512002,city,35,188.53695,1,0,0,0.0,18564,True,False
26,2020-06-21,67,PB,Pombal,2512101,city,108,329.25825,0,0,0,0.0,32801,True,False
26,2020-06-21,18,PB,Prata,2512200,city,0,,0,0,0,0.0,4209,True,False
26,2020-06-21,53,PB,Princesa Isabel,2512309,city,33,141.35789,0,1,0,0.0303,23345,True,False
26,2020-06-21,43,PB,Puxinanã,2512408,city,128,935.67251,0,0,0,0.0,13680,True,False
26,2020-06-21,65,PB,Queimadas,2512507,city,347,789.22828,4,1,0,0.0029,43967,True,False
26,2020-06-21,40,PB,Quixaba,2512606,city,23,1175.86912,0,0,0,0.0,1956,True,False
26,2020-06-21,48,PB,Remígio,2512705,city,128,652.36226,0,2,0,0.0156,19621,True,False
26,2020-06-21,18,PB,Riachão,2512747,city,13,362.31884,0,0,0,0.0,3588,True,False
26,2020-06-21,46,PB,Riachão do Bacamarte,2512754,city,158,3494.80203,0,0,0,0.0,4521,True,False
26,2020-06-21,66,PB,Riachão do Poço,2512762,city,20,443.55733,0,1,0,0.05,4509,True,False
26,2020-06-21,31,PB,Riacho de Santo Antônio,2512788,city,7,359.34292,0,0,0,0.0,1948,True,False
26,2020-06-21,54,PB,Riacho dos Cavalos,2512804,city,3,35.18649,0,0,0,0.0,8526,True,False
26,2020-06-21,53,PB,Rio Tinto,2512903,city,286,1182.9914,0,7,0,0.0245,24176,True,False
26,2020-06-21,30,PB,Salgadinho,2513000,city,9,231.66023,0,0,0,0.0,3885,True,False
26,2020-06-21,39,PB,Salgado de São Félix,2513109,city,75,617.79242,0,0,0,0.0,12140,True,False
26,2020-06-21,31,PB,Santa Cecília,2513158,city,13,198.23117,1,0,0,0.0,6558,True,False
26,2020-06-21,16,PB,Santa Cruz,2513208,city,6,91.14386,0,0,0,0.0,6583,True,False
26,2020-06-21,54,PB,Santa Helena,2513307,city,8,135.84649,0,0,0,0.0,5889,True,False
26,2020-06-21,25,PB,Santa Inês,2513356,city,5,139.08206,0,0,0,0.0,3595,True,False
26,2020-06-21,47,PB,Santa Luzia,2513406,city,145,942.66025,0,4,0,0.0276,15382,True,False
26,2020-06-21,2,PB,Santana de Mangueira,2513505,city,1,19.37234,0,0,0,0.0,5162,True,False
26,2020-06-21,29,PB,Santana dos Garrotes,2513604,city,2,28.44546,0,0,0,0.0,7031,True,False
26,2020-06-21,76,PB,Santa Rita,2513703,city,1104,808.28196,18,89,0,0.0806,136586,True,False
26,2020-06-21,42,PB,Santa Teresinha,2513802,city,25,546.68708,0,0,0,0.0,4573,True,False
26,2020-06-21,18,PB,Santo André,2513851,city,1,39.6668,0,0,0,0.0,2521,True,False
26,2020-06-21,31,PB,São Bentinho,2513927,city,16,353.27887,0,0,0,0.0,4529,True,False
26,2020-06-21,66,PB,São Bento,2513901,city,476,1398.72469,1,7,0,0.0147,34031,True,False
26,2020-06-21,6,PB,São Domingos do Cariri,2513943,city,2,76.48184,0,0,0,0.0,2615,True,False
26,2020-06-21,30,PB,São Francisco,2513984,city,8,235.84906,0,0,0,0.0,3392,True,False
26,2020-06-21,31,PB,São João do Cariri,2514008,city,21,500.11908,0,0,0,0.0,4199,True,False
26,2020-06-21,69,PB,São João do Rio do Peixe,2500700,city,30,166.35245,0,0,0,0.0,18034,True,False
26,2020-06-21,33,PB,São João do Tigre,2514107,city,3,67.84261,0,0,0,0.0,4422,True,False
26,2020-06-21,35,PB,São José da Lagoa Tapada,2514206,city,17,222.80472,0,0,0,0.0,7630,True,False
26,2020-06-21,37,PB,São José de Caiana,2514305,city,22,345.96635,0,0,0,0.0,6359,True,False
26,2020-06-21,52,PB,São José de Espinharas,2514404,city,5,106.79197,0,0,0,0.0,4682,True,False
26,2020-06-21,54,PB,São José de Piranhas,2514503,city,23,113.57464,2,1,0,0.0435,20251,True,False
26,2020-06-21,10,PB,São José de Princesa,2514552,city,0,,0,0,0,0.0,4003,True,False
26,2020-06-21,55,PB,São José do Bonfim,2514602,city,44,1236.99747,0,1,0,0.0227,3557,True,False
26,2020-06-21,7,PB,São José do Brejo do Cruz,2514651,city,2,111.04942,0,0,0,0.0,1801,True,False
26,2020-06-21,42,PB,São José do Sabugi,2514701,city,131,3163.48708,7,1,0,0.0076,4141,True,False
26,2020-06-21,34,PB,São José dos Cordeiros,2514800,city,3,82.69019,0,0,0,0.0,3628,True,False
26,2020-06-21,43,PB,São José dos Ramos,2514453,city,58,973.64445,0,0,0,0.0,5957,True,False
26,2020-06-21,35,PB,São Mamede,2514909,city,24,310.71983,0,2,0,0.0833,7724,True,False
26,2020-06-21,46,PB,São Miguel de Taipu,2515005,city,66,895.76547,0,1,0,0.0152,7368,True,False
26,2020-06-21,48,PB,São Sebastião de Lagoa de Roça,2515104,city,86,737.50107,1,2,0,0.0233,11661,True,False
26,2020-06-21,25,PB,São Sebastião do Umbuzeiro,2515203,city,4,114.64603,0,0,0,0.0,3489,True,False
26,2020-06-21,38,PB,São Vicente do Seridó,2515401,city,18,167.05336,0,0,0,0.0,10775,True,False
26,2020-06-21,71,PB,Sapé,2515302,city,422,801.90024,2,16,1,0.0379,52625,True,False
26,2020-06-21,80,PB,Serra Branca,2515500,city,20,145.99606,0,0,0,0.0,13699,True,False
26,2020-06-21,51,PB,Serra da Raiz,2515609,city,12,381.19441,0,0,0,0.0,3148,True,False
26,2020-06-21,22,PB,Serra Grande,2515708,city,3,103.12822,0,0,0,0.0,2909,True,False
26,2020-06-21,53,PB,Serra Redonda,2515807,city,101,1434.45533,0,0,0,0.0,7041,True,False
26,2020-06-21,40,PB,Serraria,2515906,city,21,344.31874,0,1,0,0.0476,6099,True,False
26,2020-06-21,45,PB,Sertãozinho,2515930,city,29,577.2293,0,0,0,0.0,5024,True,False
26,2020-06-21,46,PB,Sobrado,2515971,city,60,770.91096,0,1,0,0.0167,7783,True,False
26,2020-06-21,40,PB,Solânea,2516003,city,131,496.08058,4,0,0,0.0,26407,True,False
26,2020-06-21,43,PB,Soledade,2516102,city,68,453.66602,0,0,0,0.0,14989,True,False
26,2020-06-21,12,PB,Sossêgo,2516151,city,4,112.51758,0,0,0,0.0,3555,True,False
26,2020-06-21,87,PB,Sousa,2516201,city,421,606.24388,0,2,0,0.0048,69444,True,False
26,2020-06-21,33,PB,Sumé,2516300,city,30,176.82424,2,0,0,0.0,16966,True,False
26,2020-06-21,43,PB,Tacima,2516409,city,42,384.93264,0,1,0,0.0238,10911,True,False
26,2020-06-21,69,PB,Taperoá,2516508,city,40,260.14568,0,1,0,0.025,15376,True,False
26,2020-06-21,32,PB,Tavares,2516607,city,25,169.76776,0,0,0,0.0,14726,True,False
26,2020-06-21,45,PB,Teixeira,2516706,city,47,310.00594,1,1,0,0.0213,15161,True,False
26,2020-06-21,28,PB,Tenório,2516755,city,11,359.71223,0,0,0,0.0,3058,True,False
26,2020-06-21,9,PB,Triunfo,2516805,city,1,10.57641,0,0,0,0.0,9455,True,False
26,2020-06-21,49,PB,Uiraúna,2516904,city,16,104.9731,0,1,0,0.0625,15242,True,False
26,2020-06-21,54,PB,Umbuzeiro,2517001,city,26,262.4407,1,1,0,0.0385,9907,True,False
26,2020-06-21,32,PB,Várzea,2517100,city,6,213.52313,0,0,0,0.0,2810,True,False
26,2020-06-21,33,PB,Vieirópolis,2517209,city,4,74.79432,0,0,0,0.0,5348,True,False
26,2020-06-21,40,PB,Vista Serrana,2505501,city,3,78.98894,0,0,0,0.0,3798,True,False
26,2020-06-21,6,PB,Zabelê,2517407,city,1,44.64286,0,0,0,0.0,2240,True,False
26,2020-06-21,102,PB,,25,state,36784,915.4514,263,766,23,0.0208,4018127,True,False
26,2020-06-21,74,PE,Abreu e Lima,2600054,city,449,449.0449,6,53,0,0.118,99990,True,False
26,2020-06-21,54,PE,Afogados da Ingazeira,2600104,city,54,144.93143,7,1,0,0.0185,37259,True,False
26,2020-06-21,54,PE,Afrânio,2600203,city,62,315.76267,0,1,0,0.0161,19635,True,False
26,2020-06-21,59,PE,Agrestina,2600302,city,122,490.25517,5,10,0,0.082,24885,True,False
26,2020-06-21,57,PE,Água Preta,2600401,city,572,1555.57369,27,26,1,0.0455,36771,True,False
26,2020-06-21,51,PE,Águas Belas,2600500,city,304,699.76751,10,15,0,0.0493,43443,True,False
26,2020-06-21,64,PE,Alagoinha,2600609,city,33,225.47144,0,1,0,0.0303,14636,True,False
26,2020-06-21,82,PE,Aliança,2600708,city,144,375.13677,24,17,0,0.1181,38386,True,False
26,2020-06-21,64,PE,Altinho,2600807,city,100,435.31255,4,3,0,0.03,22972,True,False
26,2020-06-21,67,PE,Amaraji,2600906,city,91,398.6158,0,15,0,0.1648,22829,True,False
26,2020-06-21,26,PE,Angelim,2601003,city,4,35.87444,0,0,0,0.0,11150,True,False
26,2020-06-21,70,PE,Araçoiaba,2601052,city,54,263.10661,2,8,0,0.1481,20524,True,False
26,2020-06-21,50,PE,Araripina,2601102,city,159,188.34846,9,3,0,0.0189,84418,True,False
26,2020-06-21,75,PE,Arcoverde,2601201,city,213,286.5291,2,20,0,0.0939,74338,True,False
26,2020-06-21,42,PE,Barra de Guabiraba,2601300,city,72,500.52138,2,2,0,0.0278,14385,True,False
26,2020-06-21,52,PE,Barreiros,2601409,city,209,489.93178,7,19,0,0.0909,42659,True,False
26,2020-06-21,46,PE,Belém de Maria,2601508,city,25,207.07364,5,0,0,0.0,12073,True,False
26,2020-06-21,38,PE,Belém do São Francisco,2601607,city,9,43.41743,2,0,0,0.0,20729,True,False
26,2020-06-21,97,PE,Belo Jardim,2601706,city,79,103.35038,4,5,0,0.0633,76439,True,False
26,2020-06-21,58,PE,Betânia,2601805,city,11,86.48479,0,1,0,0.0909,12719,True,False
26,2020-06-21,70,PE,Bezerros,2601904,city,181,297.70716,3,7,1,0.0387,60798,True,False
26,2020-06-21,42,PE,Bodocó,2602001,city,12,31.45808,1,0,0,0.0,38146,True,False
26,2020-06-21,73,PE,Bom Conselho,2602100,city,125,257.44532,1,3,0,0.024,48554,True,False
26,2020-06-21,76,PE,Bom Jardim,2602209,city,84,214.37321,1,12,0,0.1429,39184,True,False
26,2020-06-21,65,PE,Bonito,2602308,city,89,233.38753,1,11,0,0.1236,38134,True,False
26,2020-06-21,23,PE,Brejão,2602407,city,1,11.11976,0,0,0,0.0,8993,True,False
26,2020-06-21,27,PE,Brejinho,2602506,city,24,320.55563,2,0,0,0.0,7487,True,False
26,2020-06-21,51,PE,Brejo da Madre de Deus,2602605,city,250,492.6885,13,4,0,0.016,50742,True,False
26,2020-06-21,50,PE,Buenos Aires,2602704,city,28,212.84683,2,3,0,0.1071,13155,True,False
26,2020-06-21,50,PE,Buíque,2602803,city,45,77.08383,1,1,0,0.0222,58378,True,False
26,2020-06-21,80,PE,Cabo de Santo Agostinho,2602902,city,879,424.53924,9,132,1,0.1502,207048,True,False
26,2020-06-21,58,PE,Cabrobó,2603009,city,20,58.44365,4,1,0,0.05,34221,True,False
26,2020-06-21,77,PE,Cachoeirinha,2603108,city,72,353.28754,0,3,0,0.0417,20380,True,False
26,2020-06-21,64,PE,Caetés,2603207,city,64,222.6939,1,3,1,0.0469,28739,True,False
26,2020-06-21,37,PE,Calçado,2603306,city,14,126.66244,0,0,0,0.0,11053,True,False
26,2020-06-21,21,PE,Calumbi,2603405,city,17,295.65217,0,0,0,0.0,5750,True,False
26,2020-06-21,87,PE,Camaragibe,2603454,city,1191,754.61895,9,87,1,0.073,157828,True,False
26,2020-06-21,60,PE,Camocim de São Félix,2603504,city,57,303.75699,1,2,0,0.0351,18765,True,False
26,2020-06-21,44,PE,Camutanga,2603603,city,45,526.25424,0,3,0,0.0667,8551,True,False
26,2020-06-21,42,PE,Canhotinho,2603702,city,47,189.48557,0,2,0,0.0426,24804,True,False
26,2020-06-21,74,PE,Capoeiras,2603801,city,20,99.76057,0,3,0,0.15,20048,True,False
26,2020-06-21,69,PE,Carnaíba,2603900,city,43,219.9376,4,6,0,0.1395,19551,True,False
26,2020-06-21,57,PE,Carnaubeira da Penha,2603926,city,7,54.12929,0,1,0,0.1429,12932,True,False
26,2020-06-21,74,PE,Carpina,2604007,city,211,252.26862,2,33,0,0.1564,83641,True,False
26,2020-06-21,91,PE,Caruaru,2604106,city,1250,346.14724,68,72,7,0.0576,361118,True,False
26,2020-06-21,39,PE,Casinhas,2604155,city,16,111.56823,4,2,0,0.125,14341,True,False
26,2020-06-21,76,PE,Catende,2604205,city,250,582.85927,8,16,1,0.064,42892,True,False
26,2020-06-21,57,PE,Cedro,2604304,city,19,160.92149,0,1,0,0.0526,11807,True,False
26,2020-06-21,69,PE,Chã de Alegria,2604403,city,117,865.51265,1,4,0,0.0342,13518,True,False
26,2020-06-21,71,PE,Chã Grande,2604502,city,150,691.30795,7,10,0,0.0667,21698,True,False
26,2020-06-21,60,PE,Condado,2604601,city,165,624.50324,3,20,2,0.1212,26421,True,False
26,2020-06-21,59,PE,Correntes,2604700,city,42,230.68051,7,2,0,0.0476,18207,True,False
26,2020-06-21,53,PE,Cortês,2604809,city,82,651.93194,3,9,0,0.1098,12578,True,False
26,2020-06-21,53,PE,Cumaru,2604908,city,44,403.44764,3,1,0,0.0227,10906,True,False
26,2020-06-21,67,PE,Cupira,2605004,city,129,535.11428,8,10,0,0.0775,24107,True,False
26,2020-06-21,64,PE,Custódia,2605103,city,105,282.93498,6,9,0,0.0857,37111,True,False
26,2020-06-21,31,PE,Dormentes,2605152,city,74,391.36873,11,0,0,0.0,18908,True,False
26,2020-06-21,67,PE,Escada,2605202,city,201,291.83303,0,21,0,0.1045,68875,True,False
26,2020-06-21,15,PE,Exu,2605301,city,7,21.99529,0,1,0,0.1429,31825,True,False
26,2020-06-21,67,PE,Feira Nova,2605400,city,257,1161.267,0,11,0,0.0428,22131,True,False
26,2020-06-21,87,PE,Fernando de Noronha,2605459,city,74,2417.51062,0,0,0,0.0,3061,True,False
26,2020-06-21,63,PE,Ferreiros,2605509,city,91,750.63928,1,5,0,0.0549,12123,True,False
26,2020-06-21,55,PE,Flores,2605608,city,18,79.56153,5,1,1,0.0556,22624,True,False
26,2020-06-21,49,PE,Floresta,2605707,city,36,109.51237,1,2,0,0.0556,32873,True,False
26,2020-06-21,74,PE,Frei Miguelinho,2605806,city,67,433.46057,1,4,0,0.0597,15457,True,False
26,2020-06-21,72,PE,Gameleira,2605905,city,108,347.80368,2,11,0,0.1019,31052,True,False
26,2020-06-21,74,PE,Garanhuns,2606002,city,334,238.93324,6,23,0,0.0689,139788,True,False
26,2020-06-21,71,PE,Glória do Goitá,2606101,city,138,450.92145,7,18,0,0.1304,30604,True,False
26,2020-06-21,87,PE,Goiana,2606200,city,622,779.85907,7,43,1,0.0691,79758,True,False
26,2020-06-21,57,PE,Granito,2606309,city,1,13.35827,0,0,0,0.0,7486,True,False
26,2020-06-21,70,PE,Gravatá,2606408,city,181,215.28653,8,14,1,0.0773,84074,True,False
26,2020-06-21,31,PE,Iati,2606507,city,2,10.41829,0,0,0,0.0,19197,True,False
26,2020-06-21,59,PE,Ibimirim,2606606,city,41,140.24286,0,5,0,0.122,29235,True,False
26,2020-06-21,53,PE,Ibirajuba,2606705,city,5,64.41639,0,0,0,0.0,7762,True,False
26,2020-06-21,76,PE,Igarassu,2606804,city,413,352.93414,5,59,1,0.1429,117019,True,False
26,2020-06-21,57,PE,Iguaracy,2606903,city,29,237.16061,0,1,0,0.0345,12228,True,False
26,2020-06-21,69,PE,Ilha de Itamaracá,2607604,city,107,407.49486,2,3,0,0.028,26258,True,False
26,2020-06-21,100,PE,Importados/Indefinidos,,city,117,,1,26,2,0.2222,,True,False
26,2020-06-21,62,PE,Inajá,2607000,city,4,17.20652,0,1,0,0.25,23247,True,False
26,2020-06-21,22,PE,Ingazeira,2607109,city,7,153.91381,0,0,0,0.0,4548,True,False
26,2020-06-21,73,PE,Ipojuca,2607208,city,394,409.54638,4,60,0,0.1523,96204,True,False
26,2020-06-21,83,PE,Ipubi,2607307,city,80,259.28567,0,6,0,0.075,30854,True,False
26,2020-06-21,25,PE,Itacuruba,2607406,city,1,20.33347,0,1,0,1.0,4918,True,False
26,2020-06-21,44,PE,Itaíba,2607505,city,59,223.91742,2,2,0,0.0339,26349,True,False
26,2020-06-21,62,PE,Itambé,2607653,city,422,1157.84564,2,20,0,0.0474,36447,True,False
26,2020-06-21,63,PE,Itapetim,2607703,city,17,124.85311,0,1,0,0.0588,13616,True,False
26,2020-06-21,71,PE,Itapissuma,2607752,city,203,761.6975,4,20,0,0.0985,26651,True,False
26,2020-06-21,58,PE,Itaquitinga,2607802,city,75,442.34739,0,7,0,0.0933,16955,True,False
26,2020-06-21,97,PE,Jaboatão dos Guararapes,2607901,city,4449,633.49177,49,455,6,0.1023,702298,True,False
26,2020-06-21,56,PE,Jaqueira,2607950,city,73,626.28689,3,3,0,0.0411,11656,True,False
26,2020-06-21,62,PE,Jataúba,2608008,city,111,647.23032,1,4,0,0.036,17150,True,False
26,2020-06-21,64,PE,Jatobá,2608057,city,8,54.06867,0,0,0,0.0,14796,True,False
26,2020-06-21,74,PE,João Alfredo,2608107,city,103,304.53551,1,15,0,0.1456,33822,True,False
26,2020-06-21,51,PE,Joaquim Nabuco,2608206,city,47,293.32834,0,8,0,0.1702,16023,True,False
26,2020-06-21,61,PE,Jucati,2608255,city,17,148.80952,0,1,0,0.0588,11424,True,False
26,2020-06-21,64,PE,Jupi,2608305,city,10,67.40361,1,2,0,0.2,14836,True,False
26,2020-06-21,59,PE,Jurema,2608404,city,25,162.56991,2,0,0,0.0,15378,True,False
26,2020-06-21,66,PE,Lagoa de Itaenga,2608503,city,101,471.32391,5,6,0,0.0594,21429,True,False
26,2020-06-21,77,PE,Lagoa do Carro,2608453,city,61,337.55741,0,6,0,0.0984,18071,True,False
26,2020-06-21,57,PE,Lagoa do Ouro,2608602,city,7,53.25219,0,0,0,0.0,13145,True,False
26,2020-06-21,70,PE,Lagoa dos Gatos,2608701,city,127,779.6194,30,3,0,0.0236,16290,True,False
26,2020-06-21,38,PE,Lagoa Grande,2608750,city,10,39.06097,0,1,0,0.1,25601,True,False
26,2020-06-21,57,PE,Lajedo,2608800,city,98,243.24861,7,3,0,0.0306,40288,True,False
26,2020-06-21,74,PE,Limoeiro,2608909,city,366,650.66667,6,26,1,0.071,56250,True,False
26,2020-06-21,76,PE,Macaparana,2609006,city,71,279.79193,4,3,0,0.0423,25376,True,False
26,2020-06-21,71,PE,Machados,2609105,city,47,292.14321,4,3,0,0.0638,16088,True,False
26,2020-06-21,4,PE,Manari,2609154,city,1,4.66548,0,0,0,0.0,21434,True,False
26,2020-06-21,46,PE,Maraial,2609204,city,53,467.16615,0,4,0,0.0755,11345,True,False
26,2020-06-21,30,PE,Moreilândia,2614303,city,3,26.61934,0,0,0,0.0,11270,True,False
