epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
26,2020-06-21,46,MG,Alpinópolis,3101904,city,1,5.03702,0,0,0,0.0,19853,True,False
26,2020-06-21,54,MG,Alterosa,3102001,city,2,13.82552,0,0,0,0.0,14466,True,False
26,2020-06-21,22,MG,Alto Caparaó,3102050,city,2,34.20558,0,0,0,0.0,5847,True,False
26,2020-06-21,50,MG,Alto Jequitibá,3153509,city,16,192.37706,0,1,0,0.0625,8317,True,False
26,2020-06-21,46,MG,Alto Rio Doce,3102100,city,28,254.54545,1,0,0,0.0,11000,True,False
26,2020-06-21,35,MG,Alvarenga,3102209,city,74,1894.03635,0,0,0,0.0,3907,True,False
26,2020-06-21,17,MG,Alvinópolis,3102308,city,7,46.04354,0,0,0,0.0,15203,True,False
26,2020-06-21,11,MG,Alvorada de Minas,3102407,city,2,55.46312,0,0,0,0.0,3606,True,False
26,2020-06-21,20,MG,Amparo do Serra,3102506,city,1,21.21791,0,0,0,0.0,4713,True,False
26,2020-06-21,39,MG,Andradas,3102605,city,11,26.77898,0,1,0,0.0909,41077,True,False
26,2020-06-21,39,MG,Andrelândia,3102803,city,16,130.89005,0,0,0,0.0,12224,True,False
26,2020-06-21,19,MG,Antônio Carlos,3102902,city,12,104.84928,0,0,0,0.0,11445,True,False
26,2020-06-21,19,MG,Antônio Dias,3103009,city,24,257.566,0,0,0,0.0,9318,True,False
26,2020-06-21,38,MG,Araçuaí,3103405,city,6,16.34521,0,0,0,0.0,36708,True,False
26,2020-06-21,82,MG,Araguari,3103504,city,127,108.29986,5,3,2,0.0236,117267,True,False
26,2020-06-21,32,MG,Arantina,3103603,city,3,107.33453,0,0,0,0.0,2795,True,False
26,2020-06-21,27,MG,Araporã,3103751,city,13,189.25608,1,1,0,0.0769,6869,True,False
26,2020-06-21,18,MG,Arapuá,3103801,city,8,282.28652,0,0,0,0.0,2834,True,False
26,2020-06-21,69,MG,Araxá,3104007,city,188,176.97616,0,4,0,0.0213,106229,True,False
26,2020-06-21,64,MG,Arceburgo,3104106,city,7,64.98329,0,0,0,0.0,10772,True,False
26,2020-06-21,81,MG,Arcos,3104205,city,25,62.35658,0,0,0,0.0,40092,True,False
26,2020-06-21,10,MG,Arinos,3104502,city,1,5.59441,0,0,0,0.0,17875,True,False
26,2020-06-21,45,MG,Astolfo Dutra,3104601,city,16,112.84294,0,1,0,0.0625,14179,True,False
26,2020-06-21,5,MG,Ataléia,3104700,city,6,46.62729,0,0,0,0.0,12868,True,False
26,2020-06-21,24,MG,Baependi,3104908,city,2,10.44496,0,0,0,0.0,19148,True,False
26,2020-06-21,15,MG,Bambuí,3105103,city,0,,0,0,0,0.0,23829,True,False
26,2020-06-21,2,MG,Bandeira,3105202,city,1,20.85506,0,0,0,0.0,4795,True,False
26,2020-06-21,24,MG,Barão de Cocais,3105400,city,72,221.64076,0,0,0,0.0,32485,True,False
26,2020-06-21,12,MG,Barão de Monte Alto,3105509,city,7,129.70169,0,0,0,0.0,5397,True,False
26,2020-06-21,81,MG,Barbacena,3105608,city,321,233.77248,0,4,0,0.0125,137313,True,False
26,2020-06-21,19,MG,Barra Longa,3105707,city,12,233.87254,0,0,0,0.0,5131,True,False
26,2020-06-21,36,MG,Barroso,3105905,city,12,57.66458,0,0,0,0.0,20810,True,False
26,2020-06-21,46,MG,Bela Vista de Minas,3106002,city,5,48.7567,0,0,0,0.0,10255,True,False
26,2020-06-21,68,MG,Belmiro Braga,3106101,city,7,204.14115,0,1,0,0.1429,3429,True,False
26,2020-06-21,98,MG,Belo Horizonte,3106200,city,4083,162.53528,91,96,0,0.0235,2512070,True,False
26,2020-06-21,59,MG,Belo Oriente,3106309,city,48,179.77528,0,4,0,0.0833,26700,True,False
26,2020-06-21,59,MG,Belo Vale,3106408,city,2,25.92353,0,1,0,0.5,7715,True,False
26,2020-06-21,91,MG,Betim,3106705,city,487,110.84809,25,23,0,0.0472,439340,True,False
26,2020-06-21,58,MG,Bicas,3106903,city,9,62.09466,0,0,0,0.0,14494,True,False
26,2020-06-21,25,MG,Biquinhas,3107000,city,1,39.76143,0,0,0,0.0,2515,True,False
26,2020-06-21,88,MG,Boa Esperança,3107109,city,40,99.6835,0,3,0,0.075,40127,True,False
26,2020-06-21,29,MG,Bocaina de Minas,3107208,city,2,39.29273,0,0,0,0.0,5090,True,False
26,2020-06-21,39,MG,Bocaiúva,3107307,city,7,14.00588,0,0,0,0.0,49979,True,False
26,2020-06-21,91,MG,Bom Despacho,3107406,city,44,86.94793,0,1,0,0.0227,50605,True,False
26,2020-06-21,2,MG,Bom Jardim de Minas,3107505,city,1,15.4464,0,0,0,0.0,6474,True,False
26,2020-06-21,16,MG,Bom Jesus do Amparo,3107703,city,4,65.75703,0,0,0,0.0,6083,True,False
26,2020-06-21,23,MG,Bom Jesus do Galho,3107802,city,3,20.08704,1,1,0,0.3333,14935,True,False
26,2020-06-21,54,MG,Bom Repouso,3107901,city,9,85.33232,0,0,0,0.0,10547,True,False
26,2020-06-21,2,MG,Bom Sucesso,3108008,city,2,11.3617,0,0,0,0.0,17603,True,False
26,2020-06-21,71,MG,Bonfim,3108107,city,6,87.36168,0,1,0,0.1667,6868,True,False
26,2020-06-21,31,MG,Bonfinópolis de Minas,3108206,city,1,18.20499,0,0,0,0.0,5493,True,False
26,2020-06-21,74,MG,Borda da Mata,3108305,city,4,20.60581,0,0,0,0.0,19412,True,False
26,2020-06-21,76,MG,Botelhos,3108404,city,5,33.3979,0,1,0,0.2,14971,True,False
26,2020-06-21,1,MG,Brasilândia de Minas,3108552,city,1,6.04668,1,0,0,0.0,16538,True,False
26,2020-06-21,60,MG,Brasília de Minas,3108602,city,7,21.64034,0,0,0,0.0,32347,True,False
26,2020-06-21,29,MG,Braúnas,3108800,city,1,20.82899,0,0,0,0.0,4801,True,False
26,2020-06-21,46,MG,Brazópolis,3108909,city,8,55.32886,0,0,0,0.0,14459,True,False
26,2020-06-21,50,MG,Brumadinho,3109006,city,103,256.83864,0,0,0,0.0,40103,True,False
26,2020-06-21,52,MG,Bueno Brandão,3109105,city,6,54.5405,0,2,0,0.3333,11001,True,False
26,2020-06-21,23,MG,Buenópolis,3109204,city,43,414.85769,0,0,0,0.0,10365,True,False
26,2020-06-21,30,MG,Bugre,3109253,city,2,50.22602,0,0,0,0.0,3982,True,False
26,2020-06-21,18,MG,Buritis,3109303,city,21,84.53766,0,0,0,0.0,24841,True,False
26,2020-06-21,17,MG,Buritizeiro,3109402,city,24,85.5432,0,0,0,0.0,28056,True,False
26,2020-06-21,4,MG,Cabeceira Grande,3109451,city,1,14.39056,0,0,0,0.0,6949,True,False
26,2020-06-21,38,MG,Cachoeira de Minas,3109709,city,3,25.98077,0,0,0,0.0,11547,True,False
26,2020-06-21,30,MG,Cachoeira de Pajeú,3102704,city,3,31.8742,0,0,0,0.0,9412,True,False
26,2020-06-21,36,MG,Cachoeira Dourada,3109808,city,2,74.29421,0,0,0,0.0,2692,True,False
26,2020-06-21,57,MG,Caetanópolis,3109907,city,4,34.41156,0,0,0,0.0,11624,True,False
26,2020-06-21,66,MG,Caeté,3110004,city,29,64.85084,0,0,0,0.0,44718,True,False
26,2020-06-21,17,MG,Caiana,3110103,city,3,54.58515,0,0,0,0.0,5496,True,False
26,2020-06-21,42,MG,Cajuri,3110202,city,12,300.97818,0,0,0,0.0,3987,True,False
26,2020-06-21,44,MG,Caldas,3110301,city,14,96.68508,0,0,0,0.0,14480,True,False
26,2020-06-21,66,MG,Camanducaia,3110509,city,70,321.54341,0,1,0,0.0143,21770,True,False
26,2020-06-21,77,MG,Cambuí,3110608,city,44,148.89513,0,0,0,0.0,29551,True,False
26,2020-06-21,72,MG,Cambuquira,3110707,city,3,23.41189,0,0,0,0.0,12814,True,False
26,2020-06-21,41,MG,Campanha,3110905,city,5,30.003,0,0,0,0.0,16665,True,False
26,2020-06-21,41,MG,Campestre,3111002,city,1,4.74947,0,0,0,0.0,21055,True,False
26,2020-06-21,37,MG,Campina Verde,3111101,city,14,70.90403,2,1,0,0.0714,19745,True,False
26,2020-06-21,87,MG,Campo Belo,3111200,city,39,72.18346,1,2,0,0.0513,54029,True,False
26,2020-06-21,16,MG,Campo Florido,3111408,city,6,73.6106,0,0,0,0.0,8151,True,False
26,2020-06-21,91,MG,Campos Altos,3111507,city,24,155.22929,0,0,0,0.0,15461,True,False
26,2020-06-21,71,MG,Campos Gerais,3111606,city,6,20.85216,0,0,0,0.0,28774,True,False
26,2020-06-21,27,MG,Canápolis,3111804,city,7,57.61317,0,0,0,0.0,12150,True,False
26,2020-06-21,45,MG,Cana Verde,3111903,city,19,339.10405,0,0,0,0.0,5603,True,False
26,2020-06-21,40,MG,Candeias,3112000,city,8,53.74177,1,0,0,0.0,14886,True,False
26,2020-06-21,31,MG,Caparaó,3112109,city,3,55.16734,0,0,0,0.0,5438,True,False
26,2020-06-21,14,MG,Capela Nova,3112208,city,1,21.49151,0,0,0,0.0,4653,True,False
26,2020-06-21,44,MG,Capelinha,3112307,city,2,5.29325,0,0,0,0.0,37784,True,False
26,2020-06-21,25,MG,Capetinga,3112406,city,2,28.90173,0,0,0,0.0,6920,True,False
26,2020-06-21,27,MG,Capim Branco,3112505,city,6,61.51323,1,0,0,0.0,9754,True,False
26,2020-06-21,48,MG,Capinópolis,3112604,city,24,148.39547,3,0,0,0.0,16173,True,False
26,2020-06-21,28,MG,Capitão Enéas,3112703,city,17,111.59249,0,1,0,0.0588,15234,True,False
26,2020-06-21,82,MG,Capitólio,3112802,city,2,23.1696,0,2,0,1.0,8632,True,False
26,2020-06-21,17,MG,Caraí,3113008,city,3,12.66624,1,0,0,0.0,23685,True,False
26,2020-06-21,22,MG,Caranaíba,3113107,city,3,94.25071,0,0,0,0.0,3183,True,False
26,2020-06-21,46,MG,Carandaí,3113206,city,26,101.95679,0,2,0,0.0769,25501,True,False
26,2020-06-21,75,MG,Carangola,3113305,city,123,372.72727,0,4,0,0.0325,33000,True,False
26,2020-06-21,50,MG,Caratinga,3113404,city,114,123.82959,4,6,2,0.0526,92062,True,False
26,2020-06-21,27,MG,Carbonita,3113503,city,2,21.26528,0,0,0,0.0,9405,True,False
26,2020-06-21,38,MG,Careaçu,3113602,city,1,14.79947,0,0,0,0.0,6757,True,False
26,2020-06-21,64,MG,Carlos Chagas,3113701,city,3,15.9261,0,0,0,0.0,18837,True,False
26,2020-06-21,79,MG,Carmo da Cachoeira,3113909,city,4,32.86771,0,0,0,0.0,12170,True,False
26,2020-06-21,45,MG,Carmo da Mata,3114006,city,3,26.14151,0,0,0,0.0,11476,True,False
26,2020-06-21,19,MG,Carmo de Minas,3114105,city,3,20.18978,0,0,0,0.0,14859,True,False
26,2020-06-21,87,MG,Carmo do Cajuru,3114204,city,68,302.51802,0,3,0,0.0441,22478,True,False
26,2020-06-21,40,MG,Carmo do Paranaíba,3114303,city,44,145.07567,0,0,0,0.0,30329,True,False
26,2020-06-21,24,MG,Carmo do Rio Claro,3114402,city,12,56.5371,1,1,0,0.0833,21225,True,False
26,2020-06-21,47,MG,Carmópolis de Minas,3114501,city,21,108.4991,0,0,0,0.0,19355,True,False
26,2020-06-21,22,MG,Carrancas,3114600,city,1,24.70966,0,0,0,0.0,4047,True,False
26,2020-06-21,18,MG,Carvalhópolis,3114709,city,1,27.94077,0,0,0,0.0,3579,True,False
26,2020-06-21,42,MG,Cascalho Rico,3115003,city,1,32.52033,0,0,0,0.0,3075,True,False
26,2020-06-21,69,MG,Cataguases,3115300,city,61,81.20017,1,2,0,0.0328,75123,True,False
26,2020-06-21,37,MG,Catas Altas,3115359,city,16,297.61905,0,0,0,0.0,5376,True,False
26,2020-06-21,22,MG,Catas Altas da Noruega,3115409,city,13,357.04477,0,0,0,0.0,3641,True,False
26,2020-06-21,52,MG,Catuji,3115458,city,9,142.60814,0,0,0,0.0,6311,True,False
26,2020-06-21,42,MG,Caxambu,3115508,city,15,69.26487,0,1,0,0.0667,21656,True,False
26,2020-06-21,2,MG,Central de Minas,3115706,city,1,14.22071,0,0,0,0.0,7032,True,False
26,2020-06-21,77,MG,Centralina,3115805,city,28,270.5314,0,1,0,0.0357,10350,True,False
26,2020-06-21,38,MG,Chácara,3115904,city,1,31.70577,0,0,0,0.0,3154,True,False
26,2020-06-21,30,MG,Chalé,3116001,city,5,87.65778,0,0,0,0.0,5704,True,False
26,2020-06-21,40,MG,Chiador,3116209,city,20,744.32453,0,0,0,0.0,2687,True,False
26,2020-06-21,34,MG,Cipotânea,3116308,city,1,14.73405,1,0,0,0.0,6787,True,False
26,2020-06-21,45,MG,Cláudio,3116605,city,23,80.37181,1,0,0,0.0,28617,True,False
26,2020-06-21,23,MG,Coimbra,3116704,city,3,39.70355,0,0,0,0.0,7556,True,False
26,2020-06-21,48,MG,Comercinho,3117009,city,1,14.4321,0,0,0,0.0,6929,True,False
26,2020-06-21,7,MG,Conceição da Barra de Minas,3115201,city,1,25.29084,0,0,0,0.0,3954,True,False
26,2020-06-21,72,MG,Conceição das Alagoas,3117306,city,22,78.87284,0,0,0,0.0,27893,True,False
26,2020-06-21,16,MG,Conceição das Pedras,3117207,city,1,35.56188,0,0,0,0.0,2812,True,False
26,2020-06-21,27,MG,Conceição do Mato Dentro,3117504,city,43,241.00437,0,0,0,0.0,17842,True,False
26,2020-06-21,38,MG,Conceição do Rio Verde,3117702,city,3,21.99736,0,0,0,0.0,13638,True,False
26,2020-06-21,24,MG,Conceição dos Ouros,3117801,city,3,25.77763,0,0,0,0.0,11638,True,False
26,2020-06-21,12,MG,Cônego Marinho,3117836,city,1,13.08558,0,0,0,0.0,7642,True,False
26,2020-06-21,16,MG,Confins,3117876,city,2,29.71768,0,0,0,0.0,6730,True,False
26,2020-06-21,43,MG,Congonhal,3117900,city,1,8.3682,0,0,0,0.0,11950,True,False
26,2020-06-21,41,MG,Congonhas,3118007,city,53,96.78244,1,1,0,0.0189,54762,True,False
26,2020-06-21,2,MG,Congonhas do Norte,3118106,city,1,19.82161,0,0,0,0.0,5045,True,False
26,2020-06-21,66,MG,Conselheiro Lafaiete,3118304,city,77,59.88071,0,1,0,0.013,128589,True,False
26,2020-06-21,27,MG,Conselheiro Pena,3118403,city,5,21.81406,0,0,0,0.0,22921,True,False
26,2020-06-21,91,MG,Contagem,3118601,city,774,116.59173,13,32,3,0.0413,663855,True,False
26,2020-06-21,29,MG,Coqueiral,3118700,city,1,10.91822,0,0,0,0.0,9159,True,False
26,2020-06-21,15,MG,Coração de Jesus,3118809,city,1,3.75912,0,0,0,0.0,26602,True,False
26,2020-06-21,1,MG,Cordisburgo,3118908,city,4,44.99438,4,0,0,0.0,8890,True,False
26,2020-06-21,31,MG,Corinto,3119104,city,47,198.05318,0,0,0,0.0,23731,True,False
26,2020-06-21,11,MG,Coroaci,3119203,city,1,10.00901,0,0,0,0.0,9991,True,False
26,2020-06-21,66,MG,Coromandel,3119302,city,7,25.02324,0,0,0,0.0,27974,True,False
26,2020-06-21,97,MG,Coronel Fabriciano,3119401,city,370,336.80761,0,2,1,0.0054,109855,True,False
26,2020-06-21,25,MG,Coronel Pacheco,3119609,city,1,32.40441,0,1,0,1.0,3086,True,False
26,2020-06-21,16,MG,Coronel Xavier Chaves,3119708,city,4,116.48224,0,0,0,0.0,3434,True,False
26,2020-06-21,38,MG,Córrego do Bom Jesus,3119906,city,15,404.9676,0,1,0,0.0667,3704,True,False
26,2020-06-21,11,MG,Córrego Fundo,3119955,city,1,15.78034,0,0,0,0.0,6337,True,False
26,2020-06-21,25,MG,Córrego Novo,3120003,city,3,108.26416,0,0,0,0.0,2771,True,False
26,2020-06-21,46,MG,Couto de Magalhães de Minas,3120102,city,3,68.02721,0,0,0,0.0,4410,True,False
26,2020-06-21,26,MG,Crisólita,3120151,city,6,89.49881,0,0,0,0.0,6704,True,False
26,2020-06-21,1,MG,Cristais,3120201,city,1,7.81372,1,0,0,0.0,12798,True,False
26,2020-06-21,40,MG,Cristina,3120508,city,3,29.29115,0,0,0,0.0,10242,True,False
26,2020-06-21,10,MG,Crucilândia,3120607,city,15,297.97378,2,0,0,0.0,5034,True,False
26,2020-06-21,40,MG,Cruzília,3120805,city,12,77.83615,0,0,0,0.0,15417,True,False
26,2020-06-21,12,MG,Cuparaque,3120839,city,6,120.43356,0,0,0,0.0,4982,True,False
26,2020-06-21,12,MG,Curral de Dentro,3120870,city,2,25.87657,0,0,0,0.0,7729,True,False
26,2020-06-21,63,MG,Curvelo,3120904,city,75,93.59907,0,0,0,0.0,80129,True,False
26,2020-06-21,39,MG,Delfim Moreira,3121100,city,7,87.22741,0,0,0,0.0,8025,True,False
26,2020-06-21,35,MG,Delfinópolis,3121209,city,1,14.05679,0,0,0,0.0,7114,True,False
26,2020-06-21,25,MG,Delta,3121258,city,4,37.97589,0,0,0,0.0,10533,True,False
26,2020-06-21,24,MG,Descoberto,3121308,city,1,19.94813,0,0,0,0.0,5013,True,False
26,2020-06-21,2,MG,Desterro de Entre Rios,3121407,city,2,27.61287,0,0,0,0.0,7243,True,False
26,2020-06-21,38,MG,Diamantina,3121605,city,18,37.71766,0,0,0,0.0,47723,True,False
26,2020-06-21,54,MG,Diogo de Vasconcelos,3121704,city,6,157.81168,0,0,0,0.0,3802,True,False
26,2020-06-21,45,MG,Dionísio,3121803,city,8,103.50628,0,0,0,0.0,7729,True,False
26,2020-06-21,77,MG,Divinésia,3121902,city,1,29.26544,0,0,0,0.0,3417,True,False
26,2020-06-21,47,MG,Divino,3122009,city,26,130.45005,0,0,0,0.0,19931,True,False
26,2020-06-21,33,MG,Divino das Laranjeiras,3122108,city,2,40.16871,0,0,0,0.0,4979,True,False
26,2020-06-21,106,MG,Divinópolis,3122306,city,295,123.82991,0,10,1,0.0339,238230,True,False
26,2020-06-21,26,MG,Divisa Alegre,3122355,city,5,73.68111,0,0,0,0.0,6786,True,False
26,2020-06-21,53,MG,Divisa Nova,3122405,city,1,16.63617,0,0,0,0.0,6011,True,False
26,2020-06-21,19,MG,Dom Bosco,3122470,city,3,81.58825,0,0,0,0.0,3677,True,False
26,2020-06-21,26,MG,Dom Cavati,3122504,city,7,138.01262,0,0,0,0.0,5072,True,False
26,2020-06-21,15,MG,Dom Joaquim,3122603,city,2,47.6758,0,0,0,0.0,4195,True,False
26,2020-06-21,1,MG,Dom Silvério,3122702,city,1,19.0949,1,0,0,0.0,5237,True,False
26,2020-06-21,2,MG,Dores de Campos,3123007,city,1,9.84931,0,0,0,0.0,10153,True,False
26,2020-06-21,11,MG,Dores de Guanhães,3123106,city,1,19.3461,0,0,0,0.0,5169,True,False
26,2020-06-21,29,MG,Dores do Indaiá,3123205,city,4,29.66699,1,0,0,0.0,13483,True,False
26,2020-06-21,11,MG,Doresópolis,3123403,city,1,65.48788,0,0,0,0.0,1527,True,False
26,2020-06-21,23,MG,Durandé,3123528,city,2,25.50695,0,0,0,0.0,7841,True,False
26,2020-06-21,46,MG,Elói Mendes,3123601,city,18,64.1117,0,0,0,0.0,28076,True,False
26,2020-06-21,40,MG,Engenheiro Caldas,3123700,city,4,35.92599,0,0,0,0.0,11134,True,False
26,2020-06-21,31,MG,Engenheiro Navarro,3123809,city,1,13.80834,0,0,0,0.0,7242,True,False
26,2020-06-21,20,MG,Entre Folhas,3123858,city,1,18.62197,0,0,0,0.0,5370,True,False
26,2020-06-21,4,MG,Entre Rios de Minas,3123908,city,2,13.0736,0,0,0,0.0,15298,True,False
26,2020-06-21,34,MG,Ervália,3124005,city,8,42.33924,0,0,0,0.0,18895,True,False
26,2020-06-21,80,MG,Esmeraldas,3124104,city,54,76.53929,0,0,0,0.0,70552,True,False
26,2020-06-21,65,MG,Espera Feliz,3124203,city,58,232.45561,1,0,0,0.0,24951,True,False
26,2020-06-21,71,MG,Espinosa,3124302,city,19,60.09425,1,2,0,0.1053,31617,True,False
26,2020-06-21,62,MG,Espírito Santo do Dourado,3124401,city,3,63.93862,0,0,0,0.0,4692,True,False
26,2020-06-21,59,MG,Estiva,3124500,city,23,202.57178,0,1,0,0.0435,11354,True,False
26,2020-06-21,43,MG,Estrela Dalva,3124609,city,10,426.80324,0,1,0,0.1,2343,True,False
26,2020-06-21,40,MG,Estrela do Sul,3124807,city,1,12.53447,0,0,0,0.0,7978,True,False
26,2020-06-21,37,MG,Eugenópolis,3124906,city,18,159.64523,1,0,0,0.0,11275,True,False
26,2020-06-21,2,MG,Ewbank da Câmara,3125002,city,5,127.7792,1,0,0,0.0,3913,True,False
26,2020-06-21,85,MG,Extrema,3125101,city,282,778.46791,0,4,0,0.0142,36225,True,False
26,2020-06-21,57,MG,Faria Lemos,3125309,city,8,246.8374,0,1,0,0.125,3241,True,False
26,2020-06-21,72,MG,Ferros,3125903,city,7,71.2831,0,0,0,0.0,9820,True,False
26,2020-06-21,44,MG,Fervedouro,3125952,city,7,63.60167,0,1,0,0.1429,11006,True,False
26,2020-06-21,28,MG,Florestal,3126000,city,11,147.43332,0,0,0,0.0,7461,True,False
26,2020-06-21,77,MG,Formiga,3126109,city,45,66.48641,0,0,0,0.0,67683,True,False
26,2020-06-21,14,MG,Formoso,3126208,city,6,62.74838,0,0,0,0.0,9562,True,False
26,2020-06-21,30,MG,Francisco Badaró,3126505,city,1,9.67867,0,0,0,0.0,10332,True,False
26,2020-06-21,21,MG,Francisco Sá,3126703,city,9,34.25049,0,0,0,0.0,26277,True,False
26,2020-06-21,8,MG,Frei Gaspar,3126802,city,2,34.01361,0,0,0,0.0,5880,True,False
26,2020-06-21,33,MG,Frei Inocêncio,3126901,city,23,239.30912,0,0,0,0.0,9611,True,False
26,2020-06-21,50,MG,Fronteira,3127008,city,1,5.52395,0,0,0,0.0,18103,True,False
26,2020-06-21,4,MG,Fruta de Leite,3127073,city,1,18.62544,0,0,0,0.0,5369,True,False
26,2020-06-21,77,MG,Frutal,3127107,city,34,57.1467,1,1,0,0.0294,59496,True,False
26,2020-06-21,12,MG,Galiléia,3127305,city,1,14.66921,0,0,0,0.0,6817,True,False
26,2020-06-21,2,MG,Goiabeira,3127370,city,1,29.82404,0,0,0,0.0,3353,True,False
26,2020-06-21,69,MG,Goianá,3127388,city,2,50.42864,0,0,0,0.0,3966,True,False
26,2020-06-21,24,MG,Gonzaga,3127503,city,1,16.23904,0,0,0,0.0,6158,True,False
26,2020-06-21,32,MG,Gouveia,3127602,city,1,8.45666,0,0,0,0.0,11825,True,False
26,2020-06-21,88,MG,Governador Valadares,3127701,city,578,206.51339,2,20,0,0.0346,279885,True,False
26,2020-06-21,26,MG,Grão Mogol,3127800,city,5,31.57363,0,0,0,0.0,15836,True,False
26,2020-06-21,37,MG,Guanhães,3128006,city,11,32.05222,0,0,0,0.0,34319,True,False
26,2020-06-21,41,MG,Guapé,3128105,city,3,21.06002,0,0,0,0.0,14245,True,False
26,2020-06-21,15,MG,Guaraciama,3128253,city,2,40.22526,0,1,0,0.5,4972,True,False
26,2020-06-21,69,MG,Guaranésia,3128303,city,3,15.77204,0,1,0,0.3333,19021,True,False
26,2020-06-21,17,MG,Guarani,3128402,city,1,11.22209,0,0,0,0.0,8911,True,False
26,2020-06-21,37,MG,Guarará,3128501,city,1,26.34352,0,0,0,0.0,3796,True,False
26,2020-06-21,12,MG,Guarda-Mor,3128600,city,11,167.17325,0,0,0,0.0,6580,True,False
26,2020-06-21,66,MG,Guaxupé,3128709,city,53,102.08602,0,2,2,0.0377,51917,True,False
26,2020-06-21,87,MG,Guimarânia,3128907,city,2,24.87872,0,0,0,0.0,8039,True,False
26,2020-06-21,15,MG,Guiricema,3129004,city,1,11.91611,0,0,0,0.0,8392,True,False
26,2020-06-21,31,MG,Heliodora,3129202,city,5,76.24276,0,0,0,0.0,6558,True,False
26,2020-06-21,32,MG,Iapu,3129301,city,17,154.48928,1,1,0,0.0588,11004,True,False
26,2020-06-21,31,MG,Ibiá,3129509,city,31,123.02075,0,0,0,0.0,25199,True,False
26,2020-06-21,54,MG,Ibiaí,3129608,city,1,11.91185,0,0,0,0.0,8395,True,False
26,2020-06-21,7,MG,Ibiracatu,3129657,city,1,18.51852,0,0,0,0.0,5400,True,False
26,2020-06-21,5,MG,Ibiraci,3129707,city,6,43.39022,1,0,0,0.0,13828,True,False
26,2020-06-21,72,MG,Ibirité,3129806,city,108,59.93208,10,2,0,0.0185,180204,True,False
26,2020-06-21,7,MG,Ibituruna,3130002,city,1,33.45601,0,0,0,0.0,2989,True,False
26,2020-06-21,53,MG,Icaraí de Minas,3130051,city,1,8.34028,0,0,0,0.0,11990,True,False
26,2020-06-21,51,MG,Igarapé,3130101,city,57,132.41956,0,0,0,0.0,43045,True,False
26,2020-06-21,37,MG,Igaratinga,3130200,city,2,18.41621,0,0,0,0.0,10860,True,False
26,2020-06-21,16,MG,Iguatama,3130309,city,3,37.75009,0,0,0,0.0,7947,True,False
26,2020-06-21,19,MG,Ijaci,3130408,city,9,137.40458,0,0,0,0.0,6550,True,False
26,2020-06-21,46,MG,Ilicínea,3130507,city,1,8.08081,0,0,0,0.0,12375,True,False
26,2020-06-21,57,MG,Imbé de Minas,3130556,city,5,72.43228,0,1,0,0.2,6903,True,False
26,2020-06-21,93,MG,Importados/Indefinidos,,city,435,,6,19,3,0.0437,,True,False
26,2020-06-21,37,MG,Inconfidentes,3130606,city,2,27.29258,0,0,0,0.0,7328,True,False
26,2020-06-21,12,MG,Indianópolis,3130705,city,2,29.02336,0,0,0,0.0,6891,True,False
26,2020-06-21,26,MG,Ingaí,3130804,city,8,289.12179,0,0,0,0.0,2767,True,False
26,2020-06-21,39,MG,Inhapim,3130903,city,9,37.28252,0,1,0,0.1111,24140,True,False
26,2020-06-21,12,MG,Inhaúma,3131000,city,2,31.89284,0,0,0,0.0,6271,True,False
26,2020-06-21,11,MG,Inimutaba,3131109,city,4,53.22688,0,0,0,0.0,7515,True,False
26,2020-06-21,75,MG,Ipaba,3131158,city,37,198.8499,0,1,0,0.027,18607,True,False
26,2020-06-21,27,MG,Ipanema,3131208,city,15,75.5249,0,0,0,0.0,19861,True,False
26,2020-06-21,102,MG,Ipatinga,3131307,city,992,376.59922,3,27,1,0.0272,263410,True,False
26,2020-06-21,59,MG,Ipiaçu,3131406,city,4,94.76427,0,1,0,0.25,4221,True,False
26,2020-06-21,72,MG,Ipuiúna,3131505,city,1,9.92162,0,0,0,0.0,10079,True,False
26,2020-06-21,16,MG,Iraí de Minas,3131604,city,10,143.12294,1,0,0,0.0,6987,True,False
26,2020-06-21,80,MG,Itabira,3131703,city,487,405.63052,0,1,0,0.0021,120060,True,False
26,2020-06-21,18,MG,Itabirinha,3131802,city,6,52.11953,0,0,0,0.0,11512,True,False
26,2020-06-21,44,MG,Itabirito,3131901,city,303,584.09639,-1,1,0,0.0033,51875,True,False
26,2020-06-21,50,MG,Itacarambi,3132107,city,5,27.54366,0,0,0,0.0,18153,True,False
26,2020-06-21,66,MG,Itaguara,3132206,city,8,59.8892,1,0,0,0.0,13358,True,False
26,2020-06-21,37,MG,Itaipé,3132305,city,3,23.51097,0,0,0,0.0,12760,True,False
26,2020-06-21,73,MG,Itajubá,3132404,city,64,66.06861,0,3,0,0.0469,96869,True,False
26,2020-06-21,35,MG,Itamarati de Minas,3132602,city,6,137.77268,0,0,0,0.0,4355,True,False
26,2020-06-21,44,MG,Itambacuri,3132701,city,7,30.15811,0,2,0,0.2857,23211,True,False
26,2020-06-21,34,MG,Itamogi,3132909,city,2,19.62323,0,0,0,0.0,10192,True,False
26,2020-06-21,57,MG,Itamonte,3133006,city,44,282.43148,0,0,0,0.0,15579,True,False
